gene_symbol,chromosome,clinical_significance,disease,inheritance_pattern,allele_frequency
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.007265969
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.006116499
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.023024327
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.036276132
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000266654
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001751792
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.000939523
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00361864
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001563714
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.014586591
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.028057195
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,9.32e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011608235
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008575145
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009003188
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00072898
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.013880343
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.011677572
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006827134
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.004934178
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001719257
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.042551407
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.065775462
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.017272759
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000957126
DMD,chrX,Benign,Becker Muscular Dystrophy,germline,0.0245617
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004236127
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00130161
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003745717
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002734983
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000607946
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.006901295
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.009717989
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.005210559
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.063338438
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.033973999
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.012999256
DMD,chrX,Benign,Cardiovascular Phenotype,germline,0.00041785
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003015445
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.019646511
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.047941614
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.007975996
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020619019
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.018466372
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.032203913
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.012868137
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008390611
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004696396
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.01723445
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.071077807
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000443878
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020609759
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.065191756
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.016672825
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.018882943
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.016631516
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001629304
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003623445
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.037846112
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.018841934
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.078737872
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.067813268
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000911873
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006112783
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.002693682
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000473693
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.0229514
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.063433522
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.16293225
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.093425139
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.073187052
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005677265
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.012486618
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.024110156
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.05086298
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.031634978
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.020025974
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.029470318
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.022611859
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007351488
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004311718
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.011269061
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010000122
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.056386073
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000847002
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.027047876
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00026194
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000544036
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.055753943
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.077296616
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00047453
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.02397073
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.0765672
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.000491145
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,7.61e-06
CFTR,chr7,Pathogenic,Bronchiectasis With Or Without Elevated Sweat Chloride 1,germline,9.2e-06
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.013426681
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008792765
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000346191
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.040041948
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.016952859
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.009461567
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001523404
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.017063203
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001673715
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000854866
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000482507
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.014129582
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003147448
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.12454346
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.008716016
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001895908
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.013839516
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.090587741
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.014923306
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.037525453
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.013321161
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000696115
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001822242
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.016269271
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.029037214
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01203051
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.093442902
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000282469
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.019223017
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.075298856
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006387299
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.00057171
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.028681825
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.01334508
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020940287
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000722463
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.015707407
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001706211
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000248979
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010375246
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.020442466
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.022745283
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.032027071
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009411083
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00417881
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00423759
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.038742013
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,5.91e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.051519888
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.0007394
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,9.53e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.021562151
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011358855
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.049242196
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.024852141
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.009648744
HEXA,chr15,Uncertain,Tay-Sachs Disease,unknown,0.034929822
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.047176327
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001443968
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.126866841
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.045420621
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.212792559
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.067328516
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.022425799
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.021248571
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.006008055
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.05240759
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.051625453
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002689095
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.023028985
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003770552
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.034838885
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005680487
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010550291
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000720565
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.004272659
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.003067948
CFTR,chr7,Benign,Cystic Fibrosis,germline,1.28e-06
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.013474757
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.0005534
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000151302
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.016765081
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.012843027
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.004536782
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001075596
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.053828011
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.019851902
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002470942
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.046448592
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.019671258
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008946835
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.016585414
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.062453587
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.12827107
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.010227634
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.040439765
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002028339
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003349696
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.017946393
DMD,chrX,Benign,Dystrophin Deficiency,germline,0.003332347
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006674239
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.028673253
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002461163
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000625882
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008643039
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.042257799
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.017277841
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.011743712
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.045724223
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.013012985
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001068262
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,6.22e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.029484894
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.085128834
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001961465
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00445003
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003439169
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000711405
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005345718
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000284584
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.010637358
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,2.59e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,6.74e-06
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.001147179
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.05663949
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004097849
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.013717314
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.015705395
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011599524
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003706693
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.017844859
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000151321
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,2.3e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000169951
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.008730996
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.097146892
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000385125
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011567039
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00514204
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012175332
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.016758101
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.030717523
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.00164392
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002366212
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.026158086
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024677908
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003095068
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000774515
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.038338617
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013017912
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.099180909
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010583319
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010079368
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007557847
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,9.43e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.153380988
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000165687
CFTR,chr7,Uncertain,Congenital Bilateral Aplasia Of Vas Deferens From Cftr Mutation,germline,0.110325666
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001869537
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000624758
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.075659788
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000158584
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.053289569
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.019203652
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.023614331
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000533007
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.103138849
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000447976
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.000155336
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004727189
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.213446534
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.048083441
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.047847102
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.056337819
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.02828754
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001316363
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.02879646
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.119490635
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011359303
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004017534
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001543416
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00556415
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.01056851
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006106599
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.004818021
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.018157335
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006179109
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.010574228
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.061187218
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.041407683
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.084198259
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001422347
HEXA,chr15,Pathogenic,Tay-Sachs Disease,unknown,0.010987773
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.041362265
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001962055
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.061380265
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.008072094
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005756687
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000177969
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000140127
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004494634
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.07032104
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000584839
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.009996819
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023480573
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.031047294
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.009657941
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004194316
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.061808189
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.235754217
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004551894
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003484154
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.042346865
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.007510726
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01724441
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.020450718
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.018685845
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.017372086
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.045804867
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011150286
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.03596518
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.021999812
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.010561856
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,8.62e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00267562
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002027888
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.048366455
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.011238531
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.041777806
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00357118
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.067454364
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000841496
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011495562
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003924039
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024253232
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.077958097
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001990713
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,2.61e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000882057
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.000538319
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011721047
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.01665459
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.0037593
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.006516306
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.056010558
HEXA,chr15,Pathogenic,"Tay-Sachs Disease, B1 Variant",germline,0.025316483
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000169535
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009420848
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,1.55e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.033068659
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002185185
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,0.01664624
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000302233
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.010312457
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000120082
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.109739276
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.006454
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007113467
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.010642076
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.080935488
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.026921677
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,1.1e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002275144
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.052175365
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.037012413
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.035388937
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.018323915
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.01057202
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001044242
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004334146
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.078209268
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,4.49e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.065293798
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.039922077
HEXA,chr15,Pathogenic,Tay-Sachs Disease,unknown,0.022006087
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001789551
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.052282043
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000248696
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.004729586
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.074027806
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.007158189
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006874411
